POSSIBILITY,TUITION FEES BUDGET,OVERALL BUDGET,STATE,COLLEGE,UNIVESITY NAME,TYPE,YEAR,SEATS,OVERVIEW,WEBSITE,TUITION FEE,"HOSTEL CHARGES
P.A.",ANNUAL,ONE TIME,TUITION PACKAGE,GRAND TOTAL,TYPE,QUOTA,"OPENING RANK
2023","CLOSING RANK
2023",OPENING SCORE,CLOSING SCORE
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,MAHARASHTRA,SMBT MC NASHIK NANDIHILLS,"Maharashtra University of Health Sciences, Nashik",Trust,2014,150,"The SMBT Institute of Medical Science & Research Centre, also known as SMBT Medical College Nashik, is situated in Nandi Hills, Dhamangaon Taluka, Igatpuri, within the Nashik district of Maharashtra, India. Functioning as a private institution, it is affiliated with the Maharashtra University of Health Sciences, Nashik, and holds approval from the National Medical Commission (NMC) in New Delhi. The college offers undergraduate (MBBS) as well as postgraduate (MD, MS) courses, Ensuring a conducive learning environment, SMBT Medical College Nashik provides hostel facilities for both male and female students. The institution is closely associated with SMBT Hospital, boasting a substantial bed capacity of 850 teaching beds. With an average daily outpatient department (OPD) attendance of 1120 patients over the past 12 months, the hospital serves as a crucial healthcare resource for the community. The college has received commendable ratings, achieving a rating of 3.9 out of 5 among private medical colleges, reflecting its commitment to academic excellence, modern infrastructure, and quality healthcare provision.",https://imsrc.smbt.edu.in/,"₹ 34,80,000.00","₹ 2,00,000.00","₹ 2,03,175.00",,"₹ 1,56,60,000.00","₹ 1,65,60,000.00",PRIVATE,IQ,90696,1142417,117,519
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,ODISHA,"KALINGA INSTITUTE OF MEDICAL SCIENCES, BHUBANESWAR,CAMPUS-5 KUSHABHADRA CAMPUS P.O-KIIT BHUBANESWAR, ODISHA, 751024","KIIT University (Deemed), Bhubaneswar",Trust,2007,250,"The Kalinga Institute of Medical Sciences (KIMS) is a constituent unit of KIIT Deemed to be University. The institute has redefined the healthcare services in Odisha and in neighbouring states, anchored on a genuine desire to promote a healthy society and provide advanced medical care. The 2600 bedded medical college and hospital made a humble beginning in 2007, and since then it has developed a distinct identity for itself – delivering quality treatment in its state of facilities at an affordable cost. The Medical College has 20 broad speciality departments and 12 super speciality departments, each of which is well managed by acclaimed specialists and doctors who have made a name for themselves in their respective fields.",https://kims.kiit.ac.in/,"₹ 18,50,000.00","₹ 1,40,000.00","₹ 75,000.00",,"₹ 83,25,000.00","₹ 89,55,000.00",Deemed/ Paid Seats Quota,OPEN,61867,273827,553,373
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"AKASH INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE,DEVANAHALLI,NEAR BANGALORE INTERNATIONAL,BANGALORE","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,2016,150,"An international level institute with a bustling and attractive campus in Bangalore, one of India's fastest developing cities, providing over 20 undergraduate and postgraduate programmes. The campus is conveniently located near Bangalore International Airport, with the most advanced infrastructure facilities in a state-of-the-art 36-acre campus that allows for seamless interactive learning and industry interface for holistic development and a memorable campus experience, as well as easy access to all commercial hubs of Bangalore city.",https://www.akashinstitutions.com/colleges/akash-institute-of-medical-science-research-centre-aims-rc,"₹ 32,12,700.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 1,44,57,150.00","₹ 1,51,32,150.00",PRIVATE,OTH,161647,1167673,114,451
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,ODISHA,"INSTITUTE OF MEDICAL SCIENCES AND SUM HOST., BHUBANESWAR,K 8 KALINGA NAGAR PO MAHALAXMI VIHAR BHUBANESWAR, ODISHA, 751029","Siksha O Anusandhan University,Bhubaneswar",Trust,2007,250,"The Institute of Medical Sciences and Sum Hospital (IMS and SUM Hospital) is the medical school of the Siksha 'O' Anusandhan in Bhubaneswar, Odisha, India. This institute gained permission in 2007 from Medical Council of India to start the MBBS courses in medical stream.The IMS - Institute of Medical Sciences (the college wing) is a private medical college in the state of Odisha. It has six lecture theatres with e-teaching facilities. It has its own library with an internet cafe, and the campus has high-speed wi-fi facility.SUM Hospital has 1750 beds and provides general and super speciality medical services. It has an intensive care unit, the largest such unit in Odisha, and a special N-ICU",https://www.ims.ac.in/,"₹ 19,60,000.00","₹ 86,000.00",-,,"₹ 88,20,000.00","₹ 92,07,000.00",Deemed/ Paid Seats Quota,OPEN,46080,300628,574,358
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,MAHARASTRA,"MAHATMA GANDI MISSION MEDICAL COLLEGE VASHI,SECTOR 30, VASHI, NAVI MUMBAI, MAHARASHTRA, 400703","MGM Institute of Health Sciences (Deemed University), Navi Mumbai",Trust,2023,100,"The Mahatma Gandhi Mission Trust is the parent body of MGMIHS which was established in 1982 by Hon. Shri Kamalkishore Kadam with a futuristic vision to provide qualitative education by applying innovative and dynamic pedagogical techniques. Since inception, the Trust has focused on providing Health Care Services, School Education and Higher Education with dedication and commitment. The MGM Trust was established in Nanded, Maharashtra and in the course of time it extended its services to Aurangabad, Navi Mumbai and Parbhani in Maharashtra and Noida [New Delhi] in Uttar Pradesh.",https://mgmmcvashi.in/,"₹ 21,00,000.00","₹ 84,000.00",,,"₹ 94,50,000.00","₹ 98,28,000.00",Deemed/ Paid Seats Quota,OPEN,86038,306764,524,354
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"ADICHUNCHANAGIRI INSTITUTE OF MEDICAL SCIENCES,B.G NAGAR,NAGAMANGAL TQ,BELLUR, MANDYA DIST.","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,1985,250,"AIMS was established in the year 1986 at BG Nagar, near Sri Adichunchanagiri Kshetra with a dream of offering medical education to hopeful students from rural regions.
This Institute was opened by the honorable chief minister of Karnataka, Sri Ramakrishna on 17th Jan 1986.
Seva Mano Bhava or Service to humanity is the single most significant original message of this medical institution.",https://bgsaims.edu.in/,"₹ 32,15,750.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 1,44,70,875.00","₹ 1,51,45,875.00",PRIVATE,OTH,28065,1035998,133,601
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,MAHARASTRA,"BHARATI VIDYAPEETH DU MEDICAL COLLEGE,DHANKAWADI, PUNE-SATARA ROAD, PUNE, MAHARASHTRA, 411043","Bharati Vidyapeeth University (Deemed), Pune",Trust,1989,150,"Established in February 1989, Bharati Vidyapeeth Deemed University Medical College, Pune is renowned for its academic excellence and infrastructural facilities. It was initially affiliated with the University of Pune.Later, it became a constituent unit of Bharati Vidyapeeth Deemed University in April 1996. Spread over 25 acres of land, the lush green BVDU Medical College is located on the main Pune – Satara Road in the southern part of Pune city about 5 km away from Swargate (one of the major bus terminuses in the city).
",https://mcpune.bharatividyapeeth.edu/,"₹ 22,40,170.00"," ₹2,46,000-  ₹4,41,000","₹ 2,24,020.00",,"₹ 1,00,80,765.00","₹ 1,20,65,265.00",Deemed/ Paid Seats Quota,OPEN,77674,325219,534,345
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"KHAJA BANDE NAVAZ INSTITUTE OF MEDICAL SCIENCES,ROUZA BUZURQ,GULBARGA",Khaja Bandanawaz University,Trust,2000,150,"Established in 2000, Khaja Bandanawaz Institute of Medical Sciences (KBNIMS) in Gulbarga, Karnataka offers MBBS degrees and various postgraduate medical programs. Recognized by the Medical Council of India, it boasts a well-equipped hospital for student training and patient care. With a focus on quality medical education, KBNIMS aims to develop future healthcare professionals. ",https://kbnims.org/,"₹ 32,15,750.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 1,44,70,875.00","₹ 1,51,45,875.00",PRIVATE,OTH,298963,1122203,120,359
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,GUJRAT,"SBKS MED. INST. AND RES. CENTRE, SUMANDEEP VIDYAPEETH,SUMANDEEP VIDYAPEETH DEEMED TO BE UNIVERSITY CAMPUS, AT. PO.PIPARIA, TAL.WAGHODIA, DIST.VADODARA, GUJARAT, 391760","Sumandeep Vidyapeeth University (Deemed), Vadodra",Trust,2002,250,"Situated in Piparia, Vadodara, Gujarat, the T. B. K. Shah Medical Institute & Research Centre is a constituent college of Sumandeep Vidyapeeth, a Deemed University under the UGC Act. Established in 2003, it received recognition from the Medical Council of India and the Government of India. With an initial intake capacity of 150 medical students, it attained Deemed University status in 2007. The MBBS degree was recognized in 2008, followed by the initiation of postgraduate courses in 2009. Over time, the institute expanded its offerings, including super specialty courses. Dhiraj Hospital, established in 2002, now serves as a 1065-bed tertiary care teaching hospital, equipped with state-of-the-art facilities, underlining the institution's commitment to comprehensive healthcare and medical education.",https://sumandeepvidyapeethdu.edu.in/medical/,"₹ 18,75,000.00","₹ 80,000.00",,,"₹ 84,37,500.00","₹ 87,97,500.00",Deemed/ Paid Seats Quota,OPEN,57511,345054,558,335
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"SRINIVASA INSTITUTE OF MEDICAL RESEARCH CENTER,SRINIVAS NAGAR,MUKKA, SURATHKAL,MANGALORE","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,2011,150,"The establishment of a Super-speciality Hospital with over 20 departments and an associated world class Medical College with annual intake of 150 students for MBBS and mentor at least 20 research scholars every year for deserving candidates was a dream of CA A Raghavendra Rao, President of A Shama Rao Foundation, Mangalore, and the Vice-President Mr Srinivas Rao.",https://www.srinivasgroup.com/Srinivas-Institute-of-Medical-Sciences-and-Research-Center,"₹ 32,62,700.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 1,46,82,150.00","₹ 1,53,57,150.00",PRIVATE,OTH,195176,1105271,122,425
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"FATHER MULLER INSTITUTE OF MED. EDUCATION & RESEARCH,FATHER MULLER ROAD,KANKANADY,MANGALORE","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,1999,150,"Father Muller Medical College is a unit of Father Muller’s charitable institutions (FMCI), founded by Father Augustus Muller in 1880, and is one of the oldest and most established teaching hospital networks in Mangalore.
It stands out as a hallmark of medical service and education in the country with its motto of Healing and Comfort.
It is committed to providing medical comfort to suffering humanity and its hospitals focus on the installation of sophisticated precision equipment, diagnosis and non-invasive surgery and other cutting-edge techniques with quality and ethical service.",https://fathermuller.edu.in/medical-college/,"₹ 35,12,700.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 1,58,07,150.00","₹ 1,64,82,150.00",PRIVATE,OTH,329069,1009321,137,343
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,MAHARASHTRA,"INDIAN INST. of MED. SC., JALNA","Maharashtra University of Health Sciences, Nashik",Trust,2013,150,"The Indian Institute of Medical Science & Research, Jalna, established in 2013 as a Muslim minority college operated by a Trust, is a renowned institution affiliated with the Maharashtra University of Health Sciences and recognized by the National Medical Commission (NMC) of India. Offering 150 MBBS seats annually and 31 seats across 10 departments for post-graduate studies, Featuring well-equipped classrooms, lecture halls, demonstration halls, and examination facilities, the institution prioritizes modernity and technology-driven learning. Separate hostel accommodations are provided for both male and female students, ensuring comfort and safety. Moreover, the college emphasizes extracurricular activities with a spacious auditorium, seminar hall, and indoor and outdoor sports facilities including stadiums. The central library offers an extensive collection of books and Indian and foreign journals.",https://www.iimsr.co.in/,"₹ 37,05,000.00","₹ 1,20,000.00","₹ 1,35,100.00",,"₹ 1,66,72,500.00","₹ 1,72,12,500.00",PRIVATE,IQ,680197,680197,210,210
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,MAHARASHTRA,VEDANTA MEDICAL COLLEGE PALGHAR,"Maharashtra University of Health Sciences, Nashik",Private,2017,150,"Vedantaa Institute of Medical Sciences, commonly referred to as Vedanta Medical College Palghar, is located in the village of Saswand,  The college provides hostel facilities for both male and female students. The associated Vedanta Hospital boasts a substantial bed capacity of 800 teaching beds and serves an average of 1019 patients daily in its outpatient department (OPD). With a rating of 3.8 out of 5 among private medical colleges, Vedanta Medical College Palghar is committed to delivering quality medical education and healthcare services to its students and the community.",https://vedantaa.institute/,"₹ 38,00,000.00","₹ 1,00,000.00","₹ 1,25,000.00",,"₹ 1,71,00,000.00","₹ 1,75,50,000.00",PRIVATE,IQ,149243,1214625,108,462
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"MAHADEVAPPA RAMPURE MEDICAL COLLEGE,MAHADEVAPPA RAMPURE MARG,SEDAM ROAD,KALABURGI","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,1963,150,"In 1963 Mahadevappa Rampure Medical College was started, cause The Karnataka State Government had decided to establish a Medical College at Bellary instead of Gulbarga.
The Private Medical College got recognition from the MCI in 1972 and was the second private medical college in the Country after KMC, Manipal to get this recognition and also this college got the recognition from the British Medical Council.",https://mrmc.hkes.edu.in/,"₹ 35,12,700.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 1,58,07,150.00","₹ 1,64,82,150.00",PRIVATE,OTH,111449,1020482,135,497
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"DR. B.R. AMBEDKAR MEDICAL COLLEGE,KADUGONDANAHALLI,BANGALORE","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,1980,150,"Dr.B.R.Ambedkar Medical College (BRAMC) was established in the year 1981 in Bangalore and is run by Anandaa Social and Educational trust in Bangalore.
The Ananda Social and Educational is providing good education, which is the dream of SC and ST and underprivileged people.
This Educational Trust has a rich experience in the Medical education field, College and School of Nursing, College of Physiotherapy, Medical Laboratory Technology and Radiography, and Dental College.",https://www.bramc.edu.in/college,"₹ 35,12,700.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 1,58,07,150.00","₹ 1,64,82,150.00",PRIVATE,OTH,83944,1136504,118,526
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,MAHARASTRA,"DR. DYP EDU. SOC. DEEMED UNI., KOLHAPUR,869, E WARD, D. Y. PATIL VIDYANAGAR, KASABA BAVADA, KOLHAPUR 416006, MAHARASHTRA, 416006","D.Y. Patil Education Society (Deemed University), Kolhapur",Trust,1989,150,"An ISO:9001-2015 certified, 800-bedded multispecialty Hospital provides academic, clinical training and a research platform. Free, rural medical camps and subsidized treatment ensure that primary to tertiary services are available to the poorest of the poor.
In keeping with Digital India mission, e-governance is instituted in  through pervasive use of computerisation and technology in all departments, moving towards paper-less offices. Extensive use of ICT in education is supported by the latest in infrastructural requirements such as LCDs, Smart Boards, Visualizers, Simulations. Digital Library, E-database subscription (Pro-Quest, Pro-Quest Ebrary, INFLIBNET, NKN, MUHS e-resources), Telemedicine, Wi-Fi campus, OPAC in the library and Radiology department etc. contribute to the ‘Digital India’ vision. A customized Learning Management System allows for better curriculum delivery.",https://dypatilunikop.org/,"₹ 20,60,000.00","₹ 1,00,000.00",,,"₹ 92,70,000.00","₹ 97,20,000.00",Deemed/ Paid Seats Quota,OPEN,105919,361243,503,327
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,KARNATAKA,"S. NIJALINGAPPA MEDICAL COLLEGE AND RESEARCH CENTRE,NAVANAGARA,BAGALKOT","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,2002,250,"In 1906, the Sri Basaveshwar Vidya Vardhak Sangha was founded by His Holiness, Sri Gurubasava Mahaswamiji of Bilur, who was very farsighted.
It’s wide range of organisation include engineering, medical science, arts, science, commerce and disciplines, besides law, pre-primary, elementary and secondary schools.
To crown its efforts, the association opened the Hanagal Shri Kumareshwara Hospital in 2000 and two years later the Medical College on the old campus was opened in 2002 with the affiliation of RGUHS and MCI.",https://www.snmcbgk.in/,"₹ 35,12,700.00","₹ 1,80,000.00","₹ 15,000.00",,"₹ 1,58,07,150.00","₹ 1,66,17,150.00",PRIVATE,OTH,31556,1151392,116,596
